edi.18.1	doi:10.6073/pasta/68d81fc51640c74e46a9f21762594136	OK
edi.19.1	doi:10.6073/pasta/7280dedfbe74ffa54706c894025e7ccd	OK
edi.20.1	doi:10.6073/pasta/969d0156f3e8bbe87db5827a2f64c4f4	OK
edi.21.1	doi:10.6073/pasta/392148b42418448d28fed92eea6613d6	OK
edi.22.1	doi:10.6073/pasta/7700fe2ad09d3796e84c68e393291ddb	OK
edi.23.1	doi:10.6073/pasta/3ff36f1c8904a326b18f20918e7bad64	OK
edi.24.1	doi:10.6073/pasta/ffffb45b5347f6fe27920e984d677eec	OK
edi.25.1	doi:10.6073/pasta/7af3ba0cc13dea17f98d9cfb0a88c110	OK
edi.26.1	doi:10.6073/pasta/afd06185696721f533008c0a2621c3d4	OK
edi.27.1	doi:10.6073/pasta/2d692446b651791559f4ef13f6270dd5	OK
edi.28.1	doi:10.6073/pasta/4217bd880ce9ac1273c9bddf0472e976	OK
edi.29.1	doi:10.6073/pasta/a7d749a1a2a7b7f3d1cb4226d901891d	OK
edi.30.1	doi:10.6073/pasta/0cca8f052365aa4eb667b567d5d5feb2	OK
edi.31.1	doi:10.6073/pasta/2af6b18453a776fc66f3be625d23d978	OK
edi.32.1	doi:10.6073/pasta/8d265f1b94c7923ebbef0e3f6b674d04	OK
edi.33.1	doi:10.6073/pasta/0f97d577e76350bb3ae18057751d1e40	OK
edi.34.1	doi:10.6073/pasta/1397395a034c36c4f93cd6f9af52051a	OK
edi.35.1	doi:10.6073/pasta/b1b595f21e49eefdab148a5292e68bfc	OK
edi.36.1	doi:10.6073/pasta/3f195d80c36b9d15a407c1eb6eb92df1	OK
edi.37.1	doi:10.6073/pasta/d9484df42b634ff99c25a3947f3ca477	OK
edi.38.1	doi:10.6073/pasta/dcf40d86725ae21f7f36aeacd9bb9253	OK
edi.39.1	doi:10.6073/pasta/6fd54b95627f4f1e0413d89a83526d54	OK
edi.40.1	doi:10.6073/pasta/dfd7c0afb1078cea8f1c6bb34ba78dcf	OK
edi.41.1	doi:10.6073/pasta/804117d51cdb97e9b7cbbd316bd244d9	OK
edi.42.1	doi:10.6073/pasta/6a4cc41bb21d3274432ac8633821836e	OK
edi.43.1	doi:10.6073/pasta/e29fb49e3023aa8fa8228c0fcd977fc1	OK
edi.44.1	doi:10.6073/pasta/450bcf8f9438e85c19fa8782d77b42bb	OK
edi.45.1	doi:10.6073/pasta/73ce4cbb878bf174a977a7e421e774e9	OK
edi.46.1	doi:10.6073/pasta/d598c35c5d53ea7396dfdd205ac8331f	OK
edi.47.1	doi:10.6073/pasta/2775f33d200fb33f9155f7362f56a4fc	OK
edi.48.1	doi:10.6073/pasta/167ff4223b0562e46977acf324ab62f4	OK
edi.49.1	doi:10.6073/pasta/869cda62bb8268675bc19abdd2efe1c3	OK
edi.50.1	doi:10.6073/pasta/66c1cd4965e81612e93bf87f0dd0f33e	OK
edi.51.1	doi:10.6073/pasta/926a0bf8486d439329be3b2eab71eee0	OK
edi.52.1	doi:10.6073/pasta/9ffd3059362f3b3d640630651835ece2	OK
edi.53.1	doi:10.6073/pasta/2f511b4e8f8be5d30bfc466a10618ea3	OK
edi.54.1	doi:10.6073/pasta/60529d07898658d4eb5830062374d083	OK
edi.55.1	doi:10.6073/pasta/edba42f91cede98b0e3ee762abe15551	OK
edi.56.1	None	MISSING
edi.56.2	doi:10.6073/pasta/71b622a5f3723920ed9a68a59295c8c9	OK
edi.57.1	None	MISSING
edi.57.2	doi:10.6073/pasta/47f19891dbe3ae7061154468bd770a06	OK
edi.58.1	doi:10.6073/pasta/63ebbfc6869a3ae14169ab8bd464dd80	OK
edi.59.1	doi:10.6073/pasta/5cf4fc63d727f5cb3d8e73598330422f	OK
edi.60.1	doi:10.6073/pasta/9614e90c1ed18b6e897c918758771565	OK
edi.61.1	doi:10.6073/pasta/ff8a1a1cb7bf4888f7672d74556b374f	OK
edi.62.1	doi:10.6073/pasta/a57ace479b29847541194221d58ab6c2	OK
edi.63.3	doi:10.6073/pasta/7d6ec409b48fc478e00d450a0cab96e8	OK
edi.64.1	doi:10.6073/pasta/56f90b61d3ae94c7ce5a3f3a2afb4b45	OK
edi.65.1	doi:10.6073/pasta/01701330c96e4ab7711ffa0f1582952c	OK
edi.66.1	doi:10.6073/pasta/cdff803ac07241c9db485c04d3ffea89	OK
edi.67.1	doi:10.6073/pasta/dec58669ae1a2b33daeef9e8939a2a12	OK
edi.68.1	doi:10.6073/pasta/569e8fc9127ba98efe0a0176f5104e2a	OK
edi.69.2	doi:10.6073/pasta/d43044353623ac2b093d51ffdf7c7112	OK
edi.70.1	doi:10.6073/pasta/3c9b91af3904e5132a878b92c470749e	OK
edi.71.1	doi:10.6073/pasta/6afd584023ebd69eec72671f816011f3	OK
edi.72.1	doi:10.6073/pasta/5b7aed1d30a115ce10c56de0e2999db1	OK
edi.73.1	doi:10.6073/pasta/7fc7fc3fa981e4163d776cd9c695765f	OK
edi.74.1	doi:10.6073/pasta/72844425da39454e0f64f4729d0fb043	OK
edi.75.1	doi:10.6073/pasta/15e3f8a08683e264e40a9abcdc88172b	OK
edi.76.1	doi:10.6073/pasta/fa9f0756e7de6a3c977fc428a7495e9b	OK
edi.77.1	doi:10.6073/pasta/093a09de910e54093fdd349b3f3c7afd	OK
edi.78.1	doi:10.6073/pasta/29c959e9a58d923d4ed79e43601dac0e	OK
edi.79.1	doi:10.6073/pasta/dce45dec84819057f2c85dc9b748601c	OK
edi.80.1	doi:10.6073/pasta/0bd00a54d7e7affb6383372b54f8cdd9	OK
edi.81.1	doi:10.6073/pasta/59cd736d3964b3ed0e2183471ba295a5	OK
edi.82.1	doi:10.6073/pasta/52c57db68e949945a6c09c1958c96713	OK
edi.83.1	doi:10.6073/pasta/013ceb23fcb61d6d78298559f94967d4	OK
edi.84.1	doi:10.6073/pasta/35112ae9a2a8e3e2bce4edcc0e30e280	OK
edi.85.1	doi:10.6073/pasta/550d9ac3d21d2c4c277bcc6394eb4858	OK
edi.86.2	doi:10.6073/pasta/f195495725efed21a121358c561ae699	OK
edi.87.1	doi:10.6073/pasta/a109932bec480f9d22c9b9165a630006	OK
edi.88.1	doi:10.6073/pasta/672381fc16f8e2df7ba41fb0076c0e81	OK
edi.89.1	doi:10.6073/pasta/28973ecd41c94cb1114040151a593a58	OK
edi.90.1	doi:10.6073/pasta/f23a3be45f483d23bb09adead1fc5d53	OK
edi.91.1	doi:10.6073/pasta/3d1531e5ca44aea76580a5ef2ed0915f	OK
edi.92.1	doi:10.6073/pasta/37492e79feddd8836004df8c857db46d	OK
edi.93.1	doi:10.6073/pasta/01b92337d6ae4545321764b97554bd7c	OK
edi.94.1	doi:10.6073/pasta/1635d23a3d41c78165db19a1af27bcc4	OK
edi.95.1	doi:10.6073/pasta/c19b8bf98539a59b4c20282a63ac6044	OK
edi.96.1	doi:10.6073/pasta/aac3cc05cf0f267e17ea41496e8eed45	OK
edi.97.1	doi:10.6073/pasta/1df3238af71108db248f667b9561023d	OK
edi.98.1	doi:10.6073/pasta/fb4f5687339bec467ce0ed1ea0b5f0ca	OK
edi.98.2	doi:10.6073/pasta/07543686a09eea0feda19047b8f0e257	OK
edi.98.3	doi:10.6073/pasta/8674fd113c0089c0fa174ee4eaf3f376	OK
edi.98.4	doi:10.6073/pasta/4b04db93c53be4b65937d0fedd0fcf4b	OK
edi.99.3	doi:10.6073/pasta/b88943d10c6c5c480d5230c8890b74a8	OK
edi.99.4	doi:10.6073/pasta/83350a5b1cae9def7d4465a82d12dd12	OK
edi.99.5	doi:10.6073/pasta/16f4bdaa9607c845c0b261a580730a7a	OK
edi.100.1	doi:10.6073/pasta/940b25d022c695b440e1bdbc49fbb77b	OK
edi.100.4	doi:10.6073/pasta/0c23a789232ab4f92107e26f70a7d8ef	OK
edi.101.1	doi:10.6073/pasta/b1b93ccf3354a7471b93eccca484d506	OK
edi.101.2	doi:10.6073/pasta/56cc5f1f753d48edfea170a5401dd6df	OK
edi.101.3	doi:10.6073/pasta/08c6f9311929f4874b01bcc64eb3b2d7	OK
edi.102.1	doi:10.6073/pasta/4f20f94fba72ca25e6772b58c94f7bc8	OK
edi.103.1	doi:10.6073/pasta/35e85f9523986a3772c9b4d8d719fa6a	OK
edi.104.1	doi:10.6073/pasta/234b7b44877554211a0c3de0925a79fc	OK
edi.105.1	doi:10.6073/pasta/be517410797b259f4c61b1af3c632fa3	OK
edi.106.1	doi:10.6073/pasta/62374c5054abd0533dd1337716992ace	OK
edi.107.1	doi:10.6073/pasta/a2291228efb3d6639fb8f55ef96566bc	OK
edi.108.1	doi:10.6073/pasta/053de1fb427e26ce37b617447c5778e8	OK
edi.109.1	doi:10.6073/pasta/a643973f04a72b855a60944c306a789c	OK
edi.110.1	doi:10.6073/pasta/59d44ccc0d08bb8735a564aca91e5009	OK
edi.111.1	doi:10.6073/pasta/2dc1e7a1ce14e0f3f070076fc4a85e43	OK
edi.112.1	doi:10.6073/pasta/618ae46a11a00fcd8c220748d54281fc	OK
edi.113.1	doi:10.6073/pasta/af1f2c8a402c84b0b6fc17b73a950988	OK
edi.114.1	doi:10.6073/pasta/b79f6653c03a9017324f9961adfaaa3b	OK
edi.115.1	doi:10.6073/pasta/4e1745ea523325bf35bedc88e7a9b4d0	OK
edi.116.1	doi:10.6073/pasta/5ed5b7b2a82f2381e759d519f27ff865	OK
edi.117.1	doi:10.6073/pasta/db8a7cacb033aa40ad6ee99f9bdcb4de	OK
edi.117.2	doi:10.6073/pasta/bfbd6eca5e1534cd236526a4656e75b0	OK
edi.118.1	doi:10.6073/pasta/bfbee8fc87ed0e34f9fcda940ac17a72	OK
edi.118.2	doi:10.6073/pasta/4e479018aa3d23603736bb5849f9a200	OK
edi.118.3	doi:10.6073/pasta/bf8dfc255f457174f04c5e564dbb2d66	OK
edi.119.1	doi:10.6073/pasta/11cee819211805a15d653d91dbcf0a9b	OK
edi.119.2	doi:10.6073/pasta/e69b7495674e403baa19a22ffbfb40e1	OK
edi.120.1	doi:10.6073/pasta/77a5b7731adf04702249ed9a1f25e9ac	OK
edi.120.2	doi:10.6073/pasta/1dc5b024390539f1f7dda70470d35766	OK
edi.121.1	doi:10.6073/pasta/066346ef50af0d67f74fe57d7cbdc315	OK
edi.122.1	doi:10.6073/pasta/2a388d6fef8676049133302408dbeea1	OK
edi.123.1	doi:10.6073/pasta/cd0d71ba13724b7178a701b963724370	OK
edi.124.1	doi:10.6073/pasta/4a4da70b5f64897417934988ab27b450	OK
edi.124.2	doi:10.6073/pasta/5cde09fcc0deb3dd71900f802c585465	OK
edi.124.3	doi:10.6073/pasta/f8ed1fff0612757b8c25eaa4e74021b5	OK
edi.124.4	doi:10.6073/pasta/357e8ab96a224d37940504f97f834325	OK
edi.125.1	doi:10.6073/pasta/b4cd21aa7ca13f542e82a3e5baa9dcb8	OK
edi.126.1	doi:10.6073/pasta/a36838a0c9740d4eef52fb14a8909bf6	OK
edi.126.2	doi:10.6073/pasta/d356b860d14635df1b604bbfb7e2a1d2	OK
edi.127.1	doi:10.6073/pasta/10545e44a05b1a688c1561d602ca8a62	OK
edi.128.1	doi:10.6073/pasta/b1e649a3d88aaa39b48e93afcfc4c259	OK
edi.129.1	doi:10.6073/pasta/ab08a919b4e31d33670a2c6990b5357b	OK
edi.129.2	doi:10.6073/pasta/8265a2b7e8c488688dfdd07dff4a3634	OK
edi.133.1	doi:10.6073/pasta/9391b75c23216eb2289058d60b6d6dcf	OK
edi.133.2	doi:10.6073/pasta/7d2bd7e6aea263cf0a812f0d52bb751b	OK
edi.134.1	doi:10.6073/pasta/a50cd2a9ffb6e75ebb620ab053ef7d1d	OK
edi.134.2	doi:10.6073/pasta/826ecc6e299e610e5f01cb0655316659	OK
edi.134.3	doi:10.6073/pasta/a8825f8a3bc36cf3ad63b05fb7fda949	OK
edi.135.1	doi:10.6073/pasta/3511da9d1255581cae1c53f054afc320	OK
edi.135.2	doi:10.6073/pasta/8c495efaa13245d05ddc54939091e5eb	OK
edi.135.3	doi:10.6073/pasta/33722f0cfe9a2d4ab65f5ad6724aa2b4	OK
edi.136.1	doi:10.6073/pasta/9ad8f6e8d800ee5fbbf8cfa6373a9cb3	OK
edi.136.2	doi:10.6073/pasta/206733f0c1965da921ed9d98635facf9	OK
edi.136.3	doi:10.6073/pasta/8e22867705803d7b3e65437786d87aec	OK
edi.136.4	doi:10.6073/pasta/634fb200c19f9a506b914ef6606a4705	OK
edi.137.1	doi:10.6073/pasta/643da447c17c6637f89086943f41ab66	OK
edi.137.2	doi:10.6073/pasta/878bcbaf9daa7869834c073334ca830c	OK
edi.137.3	doi:10.6073/pasta/8cf05d3ba01b54b6748b5b87caa4c505	OK
edi.138.1	doi:10.6073/pasta/a86a04153d55e6fc3e711d0a18698be7	OK
edi.138.2	doi:10.6073/pasta/656a02e249383dd4d2045260109637a9	OK
edi.138.3	doi:10.6073/pasta/07873c729f008116249c4f44fc2e6302	OK
edi.139.1	doi:10.6073/pasta/69402c9dd79be91a07b6f564554b21f3	OK
edi.139.2	doi:10.6073/pasta/451fe8e98c663c728be3f85d3149e109	OK
edi.140.1	doi:10.6073/pasta/d302929b97723a1425364e1a19efbf55	OK
edi.141.1	doi:10.6073/pasta/75192b2dc6652c2d57ca4a27e83f34ec	OK
edi.143.1	doi:10.6073/pasta/c450126007655b4fe5b483aa01e77c79	OK
edi.143.2	doi:10.6073/pasta/3c709f5dba348e95e92acfd5da931c63	OK
edi.144.1	doi:10.6073/pasta/e983791f5eff7014a8f73d3a199ac6b0	OK
edi.144.2	doi:10.6073/pasta/9d9a9c04d2f6923d88e93d32ab7460c7	OK
edi.145.1	doi:10.6073/pasta/1d27b29f2a383ba0c474e6fd9e1450c6	OK
edi.145.2	doi:10.6073/pasta/74c7f9ec48b82e91c927b520e3a914e5	OK
edi.145.3	doi:10.6073/pasta/bb34cefa2ed015798b55d6a9bf18e13c	OK
edi.145.4	doi:10.6073/pasta/96fb6e24c9197de0ec7d719948824e95	OK
edi.146.1	doi:10.6073/pasta/157abe4024d7b556f16e887f25a9f857	OK
edi.147.1	doi:10.6073/pasta/a5c6c5fffb35cff54829bb9ff85616e6	OK
edi.148.1	doi:10.6073/pasta/76e50739808f6427394ad11a39820442	OK
edi.149.1	doi:10.6073/pasta/976d60965e74c4a564fdd58edfacaa28	OK
edi.150.1	doi:10.6073/pasta/ed85023789b1926cf02d022f2334dfc2	OK
edi.151.1	doi:10.6073/pasta/93620f9477cf113ef55c913b23896e8b	OK
edi.153.1	doi:10.6073/pasta/a679f6970cf3977ee81a46f677e71901	OK
edi.155.1	doi:10.6073/pasta/35ae3c558643a72bc8753a5f87870675	OK
edi.157.1	doi:10.6073/pasta/dfde9a43e152ecd43e202a5d92b01721	OK
edi.160.1	doi:10.6073/pasta/a92eacf685017494ffbed85f1ec458e1	OK
edi.160.2	doi:10.6073/pasta/0c250018ee7732d984be74e2043b84b4	OK
edi.163.1	doi:10.6073/pasta/c9ef66c8c192fb73086ea08c8d7a00ff	OK
edi.164.1	doi:10.6073/pasta/6723565712409c72359e68ad9123ece0	OK
edi.164.2	doi:10.6073/pasta/5c798fe93618a1d5b6d271657205c57b	OK
edi.165.1	doi:10.6073/pasta/97b86276d4f1f35c99f6420b1b468860	OK
edi.165.2	doi:10.6073/pasta/1f233e6f1e50ef72795865e123a84622	OK
edi.166.1	doi:10.6073/pasta/c6e0aa643a5740a2c905bff3dcf2fa41	OK
edi.166.2	doi:10.6073/pasta/c2742e444897e673d6ae71d185ca957f	OK
edi.167.1	doi:10.6073/pasta/fc7e62ae3e59cf10bd3fa41c5968c22e	OK
edi.168.1	doi:10.6073/pasta/b7c1ad5760d99da09547b6427a30b66e	OK
edi.169.1	doi:10.6073/pasta/1cfb12ade55ff2e4437495c37ad96e62	OK
edi.170.1	doi:10.6073/pasta/3c5b47730916c83ce8e7bdb1323822c4	OK
edi.176.1	doi:10.6073/pasta/ab0f6f577e05a540aa951973432e60a7	OK
edi.176.2	doi:10.6073/pasta/eb6dd51fe9b7cbd0d01813b07f00d0b6	OK
edi.176.3	doi:10.6073/pasta/bc78803ad3eccadc3929683f6bb1e656	OK
edi.176.4	doi:10.6073/pasta/6bc9e0aa78389d64c134aba5c156793c	OK
edi.176.5	doi:10.6073/pasta/dabc352040fa58284f78883fa9debe37	OK
edi.179.1	doi:10.6073/pasta/4adf707fc9754baf9108620014fdca33	OK
edi.179.2	doi:10.6073/pasta/4643635ecc5a3c458ec398e99e496e05	OK
edi.179.3	doi:10.6073/pasta/3a1caa52a5746426bed43c29d1ffecb6	OK
edi.181.1	doi:10.6073/pasta/fb8661cc0af964a4c5caace85b72b036	OK
edi.181.2	doi:10.6073/pasta/fd1ecc2229191ef87c24c68991257bd2	OK
edi.184.1	doi:10.6073/pasta/b369d54886079afdf30c3b27a8e44847	OK
edi.186.1	doi:10.6073/pasta/4b43d19f1feac6814d789fe633e6ba65	OK
edi.186.2	doi:10.6073/pasta/834c813f123c8faf3d59477e54bfc3ce	OK
edi.187.1	doi:10.6073/pasta/223084742a0cbfeb33b29dd57a679eeb	OK
edi.188.1	doi:10.6073/pasta/b0943aacce8ad7dea732e2442d22ac53	OK
edi.189.1	doi:10.6073/pasta/1bf29fe9a889a36cbda58340d692b487	OK
edi.190.1	doi:10.6073/pasta/77c4dd99546992eb74ccc2bd89348516	OK
edi.190.2	doi:10.6073/pasta/6d1222f36fec96a3f5f26713441f14d5	OK
edi.191.1	doi:10.6073/pasta/05526d866a303b68427714cd915fcd8a	OK
edi.191.2	doi:10.6073/pasta/b0d99ccf5b9087557745d8e140985635	OK
edi.191.3	doi:10.6073/pasta/63978c73d38e50aca1a99fc187c4e304	OK
edi.192.1	doi:10.6073/pasta/83eb2d4e3c695dec26890fdb2c0f765f	OK
edi.192.2	doi:10.6073/pasta/9f1455116ec553417b647d1229fc3b29	OK
edi.192.3	doi:10.6073/pasta/bddd9ff85b971b63583ab37e9b106ce6	OK
edi.193.1	doi:10.6073/pasta/0dce5cef03c5da70d545101677756278	OK
edi.193.2	doi:10.6073/pasta/b1f3900e64141543bbdd5201eb222b78	OK
edi.193.3	doi:10.6073/pasta/1f884b339a8c391b935e2113ad65616d	OK
edi.194.1	doi:10.6073/pasta/4539ce7aa970c21e773df63fb16435ae	OK
edi.195.1	doi:10.6073/pasta/3b5aa791879f5d0997f101468d5bd5c6	OK
edi.195.2	doi:10.6073/pasta/da5fddc1bb22bfe6965b61cd2fd56ff1	OK
edi.195.3	doi:10.6073/pasta/ceb96ac6858f54850c2fa474be5ecb09	OK
edi.197.1	doi:10.6073/pasta/ff123d20e55608ee0fba1000da60a35e	OK
edi.197.2	doi:10.6073/pasta/e2776f99d78433a3458212a7ffb30163	OK
edi.198.1	doi:10.6073/pasta/9e1f9edacf455bbfb27fc91c12d4a2d7	OK
edi.198.2	doi:10.6073/pasta/6a382debfb76aa74a56232ec87aabccd	OK
edi.198.3	doi:10.6073/pasta/3653b16da7d272929c4bba24bdd767c0	OK
edi.198.4	doi:10.6073/pasta/77dd878448e1a56268f456da9d8ae734	OK
edi.198.5	doi:10.6073/pasta/6da644cd75661e3f1eac3a66d2a996d9	OK
edi.198.6	doi:10.6073/pasta/e840c6c921afb43c326111b525de62b2	OK
edi.199.3	doi:10.6073/pasta/26da0c58039386c4e838f0d8d29585a7	OK
edi.199.4	doi:10.6073/pasta/7140e852f519fe8acd1f86927c0af763	OK
edi.199.5	doi:10.6073/pasta/08a8d297003c8e8593f888980f52bbcf	OK
edi.200.1	doi:10.6073/pasta/1509f8fe4f02a43dd12791761f24c0a5	OK
edi.200.2	doi:10.6073/pasta/a007fa7cd03ad2cfb4b71b2ffc209846	OK
edi.200.3	doi:10.6073/pasta/c7100a13212d34c3275c680231504a2b	OK
edi.200.4	doi:10.6073/pasta/2321a0fc2dd813c56de044c4ffd1efdc	OK
edi.200.5	doi:10.6073/pasta/3fdf9f87fa0456f9e05505d6e7d1abf6	OK
edi.200.6	doi:10.6073/pasta/8f19c5d19d816857e55077ba20570265	OK
edi.201.1	doi:10.6073/pasta/28f233002e2e1b6c8d412992e378358f	OK
edi.202.1	doi:10.6073/pasta/a93f740e3cb55e3e08258520ed2a740b	OK
edi.202.2	doi:10.6073/pasta/64ff214b987da2997f5c823b156b3334	OK
edi.206.1	doi:10.6073/pasta/28fa9e74749185288c6edf916cec04c6	OK
edi.207.1	doi:10.6073/pasta/87228301512ef3007ba3daff8d002e23	OK
edi.208.1	doi:10.6073/pasta/0fdb3ec8957f2a68575c32afc87be03d	OK
edi.210.1	doi:10.6073/pasta/77c3807c43dedd0acd0ed65d097d0077	OK
edi.213.1	doi:10.6073/pasta/14c41a13fd83b38df0ed2b5f3d03796f	OK
edi.214.1	doi:10.6073/pasta/4abe86a2c00dc9a628924aa149d7bf34	OK
edi.215.2	doi:10.6073/pasta/5ef1b77c29293a18db6c81df458b4b6b	OK
edi.215.3	doi:10.6073/pasta/bd483907a0177cf2d9bfa7ddb85229be	OK
edi.216.1	doi:10.6073/pasta/b745934d136ce9ca8de26c5063eee86a	OK
edi.217.1	doi:10.6073/pasta/1801a20dfd614cd66de9f4b3e97690f2	OK
edi.218.1	doi:10.6073/pasta/98f635d4504e3ba7162a39806bfcf796	OK
edi.219.1	doi:10.6073/pasta/858785f0e6f67ea8b60c3d26d16b58a6	OK
edi.220.1	doi:10.6073/pasta/39f495a15fa0667af635991d749741c4	OK
edi.221.1	doi:10.6073/pasta/d610792849494819ee3c4a9181b91957	OK
edi.221.2	doi:10.6073/pasta/5fbb6e06b7a5a059446c749a289a7030	OK
edi.222.1	doi:10.6073/pasta/125d624b1df57af34b8ff6c5284522a8	OK
edi.223.1	doi:10.6073/pasta/a442d02adba8ae466268caa75b95cb59	OK
edi.224.1	doi:10.6073/pasta/4be647de13b62c28ffa3ee3db6794611	OK
edi.225.1	doi:10.6073/pasta/37a8d00fd07158985ba76b712419c852	OK
edi.225.2	doi:10.6073/pasta/734ea90749e78613452eacec489f419c	OK
edi.226.1	doi:10.6073/pasta/046a5d4f540f1f8aca1ddbc02be888f4	OK
edi.227.1	doi:10.6073/pasta/10f6ddc77cd7005d57b47fd7c7fd2fec	OK
edi.228.1	doi:10.6073/pasta/6b6fdbfd077f528ca01d2b526f707a69	OK
edi.229.1	doi:10.6073/pasta/141ffc825b941d1e932f4950affefc21	OK
edi.229.2	doi:10.6073/pasta/258239f68244c959de0f97c922ac313f	OK
edi.230.1	doi:10.6073/pasta/928feed7ee748509ab065de7e3791966	OK
edi.231.1	doi:10.6073/pasta/e6ff947b3cd152e1a79f248b76923b6d	OK
edi.232.1	doi:10.6073/pasta/67f6f10a4a66fe37bcc85ad54eb653f7	OK
edi.232.2	doi:10.6073/pasta/60258aef9640cc5eba87f0c767f4560f	OK
edi.233.1	doi:10.6073/pasta/0ab359bec7b752c1f68621f5e1768eb0	OK
edi.233.2	doi:10.6073/pasta/b0b15aef7f3b52d2c5adc10004c05a6f	OK
edi.234.1	doi:10.6073/pasta/6445917e285f8c9232e8d5ca2aa3e77f	OK
edi.234.2	doi:10.6073/pasta/175cfde22aaeee7349285d2c9fd298d9	OK
edi.235.1	doi:10.6073/pasta/8981bd3ad378f6ecd55122b30fd7ec73	OK
edi.236.1	doi:10.6073/pasta/b8f52444f86fbefe97c5bb40673e02d5	OK
edi.237.1	doi:10.6073/pasta/fa5b1426f5f89aed4233d4d607554224	OK
edi.238.1	doi:10.6073/pasta/b454299cd6b61ab707b420bbd62e0b14	OK
edi.238.2	doi:10.6073/pasta/cff6414ecdc3a806ff824b2f87046a1d	OK
edi.238.3	doi:10.6073/pasta/152ed98663904892d9d11903949cadb7	OK
edi.238.4	doi:10.6073/pasta/2d94dbb81ab1a529807f6979dc081689	OK
edi.239.1	doi:10.6073/pasta/d4abb5cc7b8a1634a994fc09d92c1e81	OK
edi.239.2	doi:10.6073/pasta/d49bec63f51603512efa7e0fd2717203	OK
edi.240.1	doi:10.6073/pasta/b2f65b82939c5de6d9c6ab6bd8f572a2	OK
edi.240.2	doi:10.6073/pasta/b08931c0292b11c3a32a02bfb425fe16	OK
edi.241.1	doi:10.6073/pasta/b88e5314d292b988d7ab0c69fc5f8296	OK
edi.242.1	doi:10.6073/pasta/9f1458b7702231627c8532fd28fdabac	OK
